customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CU-11296,Male,1,Yes,No,46,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,90.14,4134.64,0
CU-11297,Female,0,No,No,1,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),88.78,60.45,1
CU-11298,Female,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.2,193.2,0
CU-11299,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.06,459.14,1
CU-11300,Female,0,Yes,No,43,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),60.66,2616.92,1
CU-11301,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),77.17,79.1,1
CU-11302,Female,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.89,866.99,0
CU-11303,Female,1,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.04,5263.83,0
CU-11304,Female,0,No,No,52,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,68.83,3583.95,0
CU-11305,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,85.0,370.94,0
CU-11306,Male,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,93.44,586.64,1
CU-11307,Male,0,No,No,24,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),45.37,1062.62,0
CU-11308,Male,0,No,No,64,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.04,4103.2,1
CU-11309,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),98.22,855.91,0
CU-11310,Female,0,Yes,No,0,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.43,3.93,1
CU-11311,Male,0,Yes,Yes,7,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,57.33,382.51,0
CU-11312,Female,0,Yes,Yes,67,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,78.2,5217.65,0
CU-11313,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.87,3153.49,1
CU-11314,Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,101.3,893.56,1
CU-11315,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.1,90.63,0
CU-11316,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.51,118.83,0
CU-11317,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,92.63,518.74,0
CU-11318,Male,0,Yes,No,33,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.92,1837.31,0
CU-11319,Male,1,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.42,925.47,0
CU-11320,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.11,3048.3,0
CU-11321,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.15,1768.07,0
CU-11322,Female,0,Yes,Yes,59,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,42.56,2500.63,0
CU-11323,Female,0,No,No,4,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,62.26,231.11,1
CU-11324,Female,0,No,No,33,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.98,2660.61,0
CU-11325,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,80.56,201.52,1
CU-11326,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.18,137.19,0
CU-11327,Male,1,Yes,Yes,46,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.58,2030.2,0
CU-11328,Female,0,Yes,Yes,19,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.23,1453.58,1
CU-11329,Male,1,No,No,34,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,46.6,1585.76,0
CU-11330,Male,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.07,260.88,0
CU-11331,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.53,273.4,0
CU-11332,Male,0,Yes,Yes,28,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,55.62,1581.48,1
CU-11333,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,117.79,8444.14,0
CU-11334,Female,0,No,No,66,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,85.29,5606.89,0
CU-11335,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,79.33,622.51,1
CU-11336,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.35,185.9,0
CU-11337,Male,0,Yes,No,54,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,64.0,3461.75,0
CU-11338,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.77,1493.93,0
CU-11339,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,98.43,2954.37,0
CU-11340,Female,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.14,238.75,0
CU-11341,Male,1,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.34,909.93,0
CU-11342,Male,0,Yes,No,72,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,39.74,2866.7,1
CU-11343,Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.19,89.0,1
CU-11344,Male,0,No,No,44,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),81.47,3586.34,0
CU-11345,Female,1,No,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,97.78,3440.91,1
CU-11346,Female,0,No,Yes,52,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,85.08,4429.51,0
CU-11347,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),88.37,1303.95,0
CU-11348,Female,1,No,No,56,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.54,4834.31,1
CU-11349,Female,1,No,No,2,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),50.6,112.75,0
CU-11350,Male,0,No,No,72,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),73.64,5273.28,0
CU-11351,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,92.42,5869.48,1
CU-11352,Male,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.0,4067.22,0
CU-11353,Female,0,No,No,8,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.16,569.59,1
CU-11354,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.05,119.5,1
CU-11355,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,88.15,4863.57,0
CU-11356,Male,0,Yes,No,49,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,48.85,2409.6,0
CU-11357,Male,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.73,1443.54,0
CU-11358,Male,0,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,57.91,1058.25,0
CU-11359,Male,0,No,No,54,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),60.59,3254.39,0
CU-11360,Male,1,Yes,No,58,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),74.43,4336.8,0
CU-11361,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.28,111.77,0
CU-11362,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,84.73,249.3,1
CU-11363,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.6,1455.1,0
CU-11364,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.92,626.79,0
CU-11365,Male,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.83,3463.13,0
CU-11366,Male,0,No,No,48,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.53,2711.45,0
CU-11367,Male,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.54,973.83,0
CU-11368,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.17,765.67,0
CU-11369,Female,1,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,32.66,2175.56,0
CU-11370,Female,1,No,Yes,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.68,2005.16,1
CU-11371,Male,1,Yes,No,22,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,65.31,1449.01,0
CU-11372,Male,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.19,975.57,0
CU-11373,Male,1,No,No,49,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),80.7,3992.86,0
CU-11374,Female,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.5,4105.07,1
CU-11375,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,96.79,5430.43,1
CU-11376,Female,0,Yes,No,55,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.34,3107.98,1
CU-11377,Female,0,Yes,No,15,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,64.6,1021.1,1
CU-11378,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.72,132.5,0
CU-11379,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,86.84,3651.38,1
CU-11380,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.66,89.26,0
CU-11381,Male,0,Yes,No,44,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,65.51,2833.29,0
CU-11382,Male,1,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.25,1350.83,0
CU-11383,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),92.7,396.21,0
CU-11384,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.43,161.16,0
CU-11385,Male,0,No,No,43,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,57.54,2512.0,0
CU-11386,Female,0,Yes,No,4,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),66.15,284.24,0
CU-11387,Male,0,Yes,No,57,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,73.23,4186.66,1
CU-11388,Female,0,Yes,No,50,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.88,5066.22,1
CU-11389,Female,0,No,Yes,56,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,73.61,4131.28,1
CU-11390,Male,0,No,Yes,39,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,55.95,2175.03,1
CU-11391,Female,0,No,No,18,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,57.05,1023.69,1
CU-11392,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),51.31,0.0,1
CU-11393,Female,1,No,No,2,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),56.14,152.16,0
CU-11394,Male,0,Yes,No,3,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),74.55,218.69,0
CU-11395,Female,1,No,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),82.23,3756.49,0
CU-11396,Female,0,No,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,63.17,180.35,0
CU-11397,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.59,230.06,0
CU-11398,Male,0,No,No,38,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.15,2287.5,0
CU-11399,Male,1,Yes,No,3,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),71.63,221.31,0
CU-11400,Female,1,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.25,453.65,0
CU-11401,Male,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.87,873.82,1
CU-11402,Male,0,Yes,No,15,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,53.45,794.55,1
CU-11403,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,89.07,5301.7,0
CU-11404,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),88.01,720.06,0
CU-11405,Male,1,Yes,No,64,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,51.34,3268.8,1
CU-11406,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,85.91,188.32,1
CU-11407,Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,93.01,3626.18,1
CU-11408,Male,0,Yes,Yes,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,98.8,4357.42,1
CU-11409,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.3,67.0,0
CU-11410,Male,1,No,No,30,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,95.55,2823.27,0
CU-11411,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.7,324.32,0
CU-11412,Male,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.35,1050.3,0
CU-11413,Female,0,Yes,No,57,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.2,2640.6,1
CU-11414,Female,0,No,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.08,493.09,0
CU-11415,Female,0,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,40.3,0
CU-11416,Female,1,Yes,No,2,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,62.69,109.18,0
CU-11417,Male,0,No,No,36,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,79.56,2835.92,0
CU-11418,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),65.8,157.71,1
CU-11419,Male,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),96.35,2893.49,1
CU-11420,Female,0,No,No,3,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),59.97,193.08,0
CU-11421,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.23,752.12,0
CU-11422,Female,0,No,No,6,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,56.25,358.27,0
CU-11423,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.9,2333.04,0
CU-11424,Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),78.78,1888.58,1
CU-11425,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.75,32.29,0
CU-11426,Female,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,54.3,912.02,0
CU-11427,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.19,6228.7,1
CU-11428,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.48,175.82,1
CU-11429,Female,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.38,1501.14,0
CU-11430,Male,0,No,No,29,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,103.84,3033.04,1
CU-11431,Male,1,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.67,551.42,0
CU-11432,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,91.0,1432.57,0
CU-11433,Female,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,92.51,748.02,1
CU-11434,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,87.33,92.09,1
CU-11435,Male,0,No,Yes,36,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),61.21,2230.44,0
CU-11436,Male,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.82,4845.58,0
CU-11437,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),78.33,321.21,0
CU-11438,Male,0,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,322.04,0
CU-11439,Female,0,No,No,48,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,60.66,2922.3,0
CU-11440,Female,1,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,121.78,1
CU-11441,Female,0,No,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,91.81,2791.23,1
CU-11442,Female,1,Yes,Yes,41,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.85,3632.6,1
CU-11443,Male,1,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,66.49,1
CU-11444,Male,1,No,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,100.2,4697.58,0
CU-11445,Male,0,No,No,49,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,61.17,3022.49,0
CU-11446,Female,0,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),30.86,1805.0,0
CU-11447,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,92.3,3962.33,1
CU-11448,Female,0,No,No,67,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.17,4410.48,1
CU-11449,Male,1,No,No,34,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,70.69,2305.79,0
CU-11450,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.96,7157.27,0
CU-11451,Male,0,Yes,No,64,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,57.48,3671.08,1
CU-11452,Male,0,Yes,No,43,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,69.51,2981.67,0
CU-11453,Male,0,Yes,No,44,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,63.55,2806.48,0
CU-11454,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,80.3,175.64,0
CU-11455,Male,0,Yes,No,56,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,57.66,3285.44,0
CU-11456,Female,1,Yes,Yes,7,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),65.36,438.27,0
CU-11457,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.65,310.32,0
CU-11458,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),58.3,35.08,0
CU-11459,Female,0,Yes,No,3,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,69.6,250.72,1
CU-11460,Female,1,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.83,912.5,0
CU-11461,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.45,119.11,0
CU-11462,Male,0,No,Yes,28,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,82.98,2309.37,0
CU-11463,Male,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),75.21,1942.92,1
CU-11464,Female,1,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),91.5,140.15,0
CU-11465,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,97.34,186.41,1
CU-11466,Female,0,Yes,No,53,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,76.16,4036.75,0
CU-11467,Male,1,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),83.12,1767.21,0
CU-11468,Female,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.35,866.28,1
CU-11469,Male,0,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),67.3,655.38,0
CU-11470,Female,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),94.72,1038.07,0
CU-11471,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.29,50.64,1
CU-11472,Male,0,Yes,Yes,5,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.1,335.11,0
CU-11473,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,79.94,3260.16,0
CU-11474,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,89.77,548.86,1
CU-11475,Male,0,Yes,Yes,29,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,51.59,1489.22,0
